id,batteryHealth,binId,binStatus,currentFillLevel,latLong,timesTamp
1,95,CleanCUBE-A1905081905AA07,"Half Full",55,NULL,"2021-09-21 13:00:03"
2,100,CleanFLEX-FB2000001911AA89,Full,92,NULL,"2021-09-21 13:00:03"
3,10,CleanFLEX-FB1000001906AA19,Full,100,NULL,"2021-09-21 13:00:03"
4,10,CleanFLEX-FB1000001906AA18,Low,14,NULL,"2021-09-21 13:00:03"
5,95,CleanCUBE-A1905081905AA02,Low,0,NULL,"2021-09-21 13:00:03"
6,100,CleanFLEX-FB2000002008AC03,Low,28,"-33.918951, 151.25847","2021-09-21 13:00:03"
7,100,CleanFLEX-FB2000002008AC05,"Half Full",36,"-33.919505, 151.257857","2021-09-21 13:00:03"
8,100,CleanFLEX-FB2000002008AC01,Low,18,"-33.919135, 151.258104","2021-09-21 13:00:03"
9,100,CleanFLEX-FB2000002008AC02,Low,29,"-33.920227, 151.257692","2021-09-21 13:00:03"
10,100,CleanFLEX-FB2000002008AC12,Low,13,"-33.919727, 151.257213","2021-09-21 13:00:03"
11,95,CleanFLEX-FB2000002005AB63,Low,4,"-33.919505, 151.257857","2021-09-21 13:00:03"
12,100,CleanFLEX-FB2000002008AC17,Low,19,"-33.91947, 151.257542","2021-09-21 13:00:03"
13,95,CleanFLEX-FB2000002005AB68,Low,29,"-33.919477, 151.257681","2021-09-21 13:00:03"
14,95,CleanFLEX-FB2000002005AB67,Low,5,"-33.920816, 151.257022","2021-09-21 13:00:03"
15,95,CleanCUBE-A1807111808AA01,Low,0,NULL,"2021-09-21 13:00:03"
16,100,CleanFLEX-FB2000002008AC07,"Half Full",36,"-33.919555, 151.258164","2021-09-21 13:00:03"
17,95,CleanFLEX-FB2000002008AC08,Low,17,"-33.919477, 151.257681","2021-09-21 13:00:03"
18,100,CleanFLEX-FB2000001911AA90,Full,100,NULL,"2021-09-21 13:00:03"
19,95,CleanCUBE-A1905081905AA26,Low,10,NULL,"2021-09-21 13:00:03"
20,100,CleanFLEX-FB2000002008AC14,"Half Full",38,"-33.920358, 151.257167","2021-09-21 13:00:03"
21,100,CleanFLEX-FB2000002008AC18,"Half Full",42,"-33.919555, 151.258164","2021-09-21 13:00:03"
22,100,CleanFLEX-FB2000002008AC15,Low,28,"-33.920358, 151.257167","2021-09-21 13:00:03"
23,100,CleanFLEX-FB2000002008AC16,Low,17,"-33.919477, 151.257681","2021-09-21 13:00:03"
24,95,CleanFLEX-FB2000002005AB65,Low,6,"-33.920944, 151.257001","2021-09-21 13:00:03"
25,95,CleanFLEX-FB2000002005AB69,Low,19,"-33.920227, 151.257692","2021-09-21 13:00:03"
26,95,CleanFLEX-FB2000002005AB62,Low,1,"-33.91947, 151.257542","2021-09-21 13:00:03"
27,95,CleanFLEX-FB2000002005AB70,Low,9,"-33.919555, 151.258164","2021-09-21 13:00:03"
28,95,CleanFLEX-FB2000002005AB71,Low,10,"-33.922367, 151.256956","2021-09-21 13:00:03"
29,95,CleanCUBE-A1808201809AA03,Low,28,NULL,"2021-09-21 13:00:03"
30,100,CleanCUBE-A1905081905AA00,Low,16,NULL,"2021-09-21 13:00:03"
31,100,CleanFLEX-FB2000002008AC00,Low,29,"-33.918951, 151.25847","2021-09-21 13:00:03"
32,100,CleanCUBE-A1905081905AA19,Low,6,NULL,"2021-09-21 13:00:03"
33,95,CleanCUBE-A1905081905AA13,Low,19,NULL,"2021-09-21 13:00:03"
34,100,CleanFLEX-FB2000001911AA87,Full,100,NULL,"2021-09-21 13:00:03"
35,100,CleanFLEX-FB2000001911AA88,Full,100,NULL,"2021-09-21 13:00:03"
36,100,CleanFLEX-FB2000001911AA91,Full,100,NULL,"2021-09-21 13:00:03"
37,100,CleanCUBE-A1905081905AA09,Low,9,NULL,"2021-09-21 13:00:03"
38,100,CleanCUBE-A1907221908AA73,Low,15,NULL,"2021-09-21 13:00:03"
39,100,CleanCUBE-A1905081905AA06,Low,7,NULL,"2021-09-21 13:00:03"
40,100,CleanFLEX-FB2000002008AC04,"Half Full",49,"-33.919505, 151.257857","2021-09-21 13:00:03"
41,100,CleanFLEX-FB2000002008AC09,"Half Full",36,"-33.919135, 151.258104","2021-09-21 13:00:03"
42,100,CleanFLEX-FB2000002008AC19,"Half Full",54,"-33.920289, 151.257056","2021-09-21 13:00:03"
43,100,CleanFLEX-FB2000002008AC06,Full,88,"-33.91947, 151.257542","2021-09-21 13:00:03"
44,100,CleanFLEX-FB2000002008AC10,Low,19,"-33.920227, 151.257692","2021-09-21 13:00:03"
45,100,CleanFLEX-FB2000002008AC13,Low,17,"-33.920034, 151.257165","2021-09-21 13:00:03"
46,95,CleanFLEX-FB2000002008AC20,Low,23,"-33.920372, 151.257036","2021-09-21 13:00:03"
47,95,CleanFLEX-FB2000002005AB64,Low,12,"-33.920816, 151.257022","2021-09-21 13:00:03"
48,95,CleanFLEX-FB2000002005AB66,Low,4,"-33.920944, 151.257001","2021-09-21 13:00:03"
49,95,CleanCUBE-A1811211812AA04,Low,0,NULL,"2021-01-23 04:00:03"
50,100,CleanCUBE-D1905281906AA03,"Half Full",42,NULL,"2021-01-23 04:00:03"
51,95,CleanCUBE-A1905081905AA02,Low,0,NULL,"2021-09-21 14:00:05"
52,95,CleanCUBE-A1905081905AA07,"Half Full",55,NULL,"2021-09-21 14:00:05"
53,100,CleanFLEX-FB2000001911AA89,Full,92,NULL,"2021-09-21 14:00:05"
54,10,CleanFLEX-FB1000001906AA19,Full,100,NULL,"2021-09-21 14:00:05"
55,10,CleanFLEX-FB1000001906AA18,Low,14,NULL,"2021-09-21 14:00:05"
56,100,CleanFLEX-FB2000002008AC03,Low,28,"-33.918951, 151.25847","2021-09-21 14:00:05"
57,100,CleanFLEX-FB2000002008AC05,"Half Full",36,"-33.919505, 151.257857","2021-09-21 14:00:05"
58,100,CleanFLEX-FB2000002008AC01,Low,18,"-33.919135, 151.258104","2021-09-21 14:00:05"
59,100,CleanFLEX-FB2000002008AC02,Low,28,"-33.920227, 151.257692","2021-09-21 14:00:05"
60,100,CleanFLEX-FB2000002008AC12,Low,12,"-33.919727, 151.257213","2021-09-21 14:00:05"
61,100,CleanFLEX-FB2000002008AC17,Low,19,"-33.91947, 151.257542","2021-09-21 14:00:05"
62,95,CleanFLEX-FB2000002005AB63,Low,4,"-33.919505, 151.257857","2021-09-21 14:00:05"
63,95,CleanFLEX-FB2000002005AB67,Low,5,"-33.920816, 151.257022","2021-09-21 14:00:05"
64,95,CleanFLEX-FB2000002005AB68,Low,29,"-33.919477, 151.257681","2021-09-21 14:00:05"
65,95,CleanCUBE-A1807111808AA01,Low,0,NULL,"2021-09-21 14:00:05"
66,100,CleanFLEX-FB2000002008AC14,"Half Full",38,"-33.920358, 151.257167","2021-09-21 14:00:05"
67,100,CleanFLEX-FB2000002008AC18,"Half Full",42,"-33.919555, 151.258164","2021-09-21 14:00:05"
68,100,CleanFLEX-FB2000002008AC15,Low,28,"-33.920358, 151.257167","2021-09-21 14:00:05"
69,100,CleanFLEX-FB2000002008AC16,Low,17,"-33.919477, 151.257681","2021-09-21 14:00:05"
70,95,CleanFLEX-FB2000002005AB65,Low,6,"-33.920944, 151.257001","2021-09-21 14:00:05"
71,95,CleanFLEX-FB2000002005AB69,Low,19,"-33.920227, 151.257692","2021-09-21 14:00:05"
72,95,CleanFLEX-FB2000002005AB62,Low,1,"-33.91947, 151.257542","2021-09-21 14:00:05"
73,95,CleanFLEX-FB2000002008AC08,Low,17,"-33.919477, 151.257681","2021-09-21 14:00:05"
74,95,CleanFLEX-FB2000002005AB71,Low,10,"-33.922367, 151.256956","2021-09-21 14:00:05"
75,95,CleanFLEX-FB2000002005AB70,Low,9,"-33.919555, 151.258164","2021-09-21 14:00:05"
76,100,CleanFLEX-FB2000002008AC07,"Half Full",35,"-33.919555, 151.258164","2021-09-21 14:00:05"
77,100,CleanFLEX-FB2000001911AA90,Full,100,NULL,"2021-09-21 14:00:05"
78,95,CleanCUBE-A1905081905AA26,Low,10,NULL,"2021-09-21 14:00:05"
79,95,CleanCUBE-A1808201809AA03,Low,28,NULL,"2021-09-21 14:00:05"
80,100,CleanCUBE-A1905081905AA00,Low,16,NULL,"2021-09-21 14:00:05"
81,100,CleanFLEX-FB2000001911AA87,Full,100,NULL,"2021-09-21 14:00:05"
82,100,CleanFLEX-FB2000001911AA88,Full,100,NULL,"2021-09-21 14:00:05"
83,100,CleanFLEX-FB2000001911AA91,Full,100,NULL,"2021-09-21 14:00:05"
84,100,CleanCUBE-A1907221908AA73,Low,15,NULL,"2021-09-21 14:00:05"
85,100,CleanCUBE-A1905081905AA06,Low,7,NULL,"2021-09-21 14:00:05"
86,100,CleanCUBE-A1905081905AA09,Low,9,NULL,"2021-09-21 14:00:05"
87,95,CleanCUBE-A1905081905AA13,Low,19,NULL,"2021-09-21 14:00:05"
88,100,CleanCUBE-A1905081905AA19,Low,6,NULL,"2021-09-21 14:00:05"
89,95,CleanFLEX-FB2000002008AC20,Low,23,"-33.920372, 151.257036","2021-09-21 14:00:05"
90,100,CleanFLEX-FB2000002008AC10,Low,19,"-33.920227, 151.257692","2021-09-21 14:00:05"
91,100,CleanFLEX-FB2000002008AC09,"Half Full",36,"-33.919135, 151.258104","2021-09-21 14:00:05"
92,100,CleanFLEX-FB2000002008AC04,"Half Full",49,"-33.919505, 151.257857","2021-09-21 14:00:05"
93,100,CleanFLEX-FB2000002008AC19,"Half Full",54,"-33.920289, 151.257056","2021-09-21 14:00:05"
94,100,CleanFLEX-FB2000002008AC06,Full,88,"-33.91947, 151.257542","2021-09-21 14:00:05"
95,100,CleanFLEX-FB2000002008AC00,Low,29,"-33.918951, 151.25847","2021-09-21 14:00:05"
96,100,CleanFLEX-FB2000002008AC13,Low,17,"-33.920034, 151.257165","2021-09-21 14:00:05"
97,95,CleanFLEX-FB2000002005AB64,Low,12,"-33.920816, 151.257022","2021-09-21 14:00:05"
98,95,CleanFLEX-FB2000002005AB66,Low,4,"-33.920944, 151.257001","2021-09-21 14:00:05"
99,95,CleanCUBE-A1811211812AA04,Low,0,NULL,"2021-01-23 04:00:03"
100,100,CleanCUBE-D1905281906AA03,"Half Full",42,NULL,"2021-01-23 04:00:03"
101,95,CleanCUBE-A1905081905AA07,"Half Full",55,NULL,"2021-09-21 15:00:05"
102,10,CleanFLEX-FB1000001906AA18,Low,14,NULL,"2021-09-21 15:00:05"
103,95,CleanCUBE-A1905081905AA02,Low,0,NULL,"2021-09-21 15:00:05"
104,100,CleanFLEX-FB2000002008AC01,Low,18,"-33.919135, 151.258104","2021-09-21 15:00:05"
105,100,CleanFLEX-FB2000002008AC02,Low,28,"-33.920227, 151.257692","2021-09-21 15:00:05"
106,100,CleanFLEX-FB2000002008AC05,"Half Full",36,"-33.919505, 151.257857","2021-09-21 15:00:05"
107,100,CleanFLEX-FB2000002008AC12,Low,12,"-33.919727, 151.257213","2021-09-21 15:00:05"
108,100,CleanFLEX-FB2000002008AC03,Low,28,"-33.918951, 151.25847","2021-09-21 15:00:05"
109,100,CleanFLEX-FB2000001911AA89,Full,92,NULL,"2021-09-21 15:00:05"
110,10,CleanFLEX-FB1000001906AA19,Full,100,NULL,"2021-09-21 15:00:05"
111,100,CleanFLEX-FB2000002008AC17,Low,19,"-33.91947, 151.257542","2021-09-21 15:00:05"
112,95,CleanFLEX-FB2000002005AB68,Low,29,"-33.919477, 151.257681","2021-09-21 15:00:05"
113,95,CleanFLEX-FB2000002005AB63,Low,4,"-33.919505, 151.257857","2021-09-21 15:00:05"
114,95,CleanFLEX-FB2000002005AB67,Low,5,"-33.920816, 151.257022","2021-09-21 15:00:05"
115,95,CleanCUBE-A1807111808AA01,Low,0,NULL,"2021-09-21 15:00:05"
116,95,CleanFLEX-FB2000002005AB71,Low,10,"-33.922367, 151.256956","2021-09-21 15:00:05"
117,100,CleanFLEX-FB2000002008AC16,Low,17,"-33.919477, 151.257681","2021-09-21 15:00:05"
118,100,CleanFLEX-FB2000002008AC15,Low,28,"-33.920358, 151.257167","2021-09-21 15:00:05"
119,100,CleanFLEX-FB2000002008AC18,"Half Full",42,"-33.919555, 151.258164","2021-09-21 15:00:05"
120,95,CleanFLEX-FB2000002005AB70,Low,9,"-33.919555, 151.258164","2021-09-21 15:00:05"
121,95,CleanFLEX-FB2000002005AB65,Low,6,"-33.920944, 151.257001","2021-09-21 15:00:05"
122,95,CleanFLEX-FB2000002005AB69,Low,19,"-33.920227, 151.257692","2021-09-21 15:00:05"
123,95,CleanFLEX-FB2000002005AB62,Low,1,"-33.91947, 151.257542","2021-09-21 15:00:05"
124,100,CleanFLEX-FB2000002008AC07,"Half Full",34,"-33.919555, 151.258164","2021-09-21 15:00:05"
125,100,CleanFLEX-FB2000002008AC14,"Half Full",38,"-33.920358, 151.257167","2021-09-21 15:00:05"
126,95,CleanFLEX-FB2000002008AC08,Low,17,"-33.919477, 151.257681","2021-09-21 15:00:05"
127,100,CleanFLEX-FB2000001911AA90,Full,100,NULL,"2021-09-21 15:00:05"
128,95,CleanCUBE-A1905081905AA26,Low,10,NULL,"2021-09-21 15:00:05"
129,95,CleanCUBE-A1905081905AA13,Low,19,NULL,"2021-09-21 15:00:05"
130,100,CleanCUBE-A1907221908AA73,Low,15,NULL,"2021-09-21 15:00:05"
131,100,CleanFLEX-FB2000001911AA87,Full,100,NULL,"2021-09-21 15:00:05"
132,100,CleanCUBE-A1905081905AA06,Low,7,NULL,"2021-09-21 15:00:05"
133,100,CleanCUBE-A1905081905AA09,Low,9,NULL,"2021-09-21 15:00:05"
134,100,CleanFLEX-FB2000001911AA88,Full,100,NULL,"2021-09-21 15:00:05"
135,95,CleanCUBE-A1808201809AA03,Low,28,NULL,"2021-09-21 15:00:05"
136,100,CleanCUBE-A1905081905AA19,Low,6,NULL,"2021-09-21 15:00:05"
137,100,CleanCUBE-A1905081905AA00,Low,16,NULL,"2021-09-21 15:00:05"
138,100,CleanFLEX-FB2000002008AC19,"Half Full",53,"-33.920289, 151.257056","2021-09-21 15:00:05"
139,95,CleanFLEX-FB2000002008AC20,Low,23,"-33.920372, 151.257036","2021-09-21 15:00:05"
140,100,CleanFLEX-FB2000001911AA91,Full,100,NULL,"2021-09-21 15:00:05"
141,100,CleanFLEX-FB2000002008AC00,"Half Full",30,"-33.918951, 151.25847","2021-09-21 15:00:05"
142,100,CleanFLEX-FB2000002008AC04,"Half Full",48,"-33.919505, 151.257857","2021-09-21 15:00:05"
143,100,CleanFLEX-FB2000002008AC09,"Half Full",36,"-33.919135, 151.258104","2021-09-21 15:00:05"
144,100,CleanFLEX-FB2000002008AC06,Full,88,"-33.91947, 151.257542","2021-09-21 15:00:05"
145,100,CleanFLEX-FB2000002008AC10,Low,19,"-33.920227, 151.257692","2021-09-21 15:00:05"
146,100,CleanFLEX-FB2000002008AC13,Low,17,"-33.920034, 151.257165","2021-09-21 15:00:05"
147,95,CleanFLEX-FB2000002005AB64,Low,12,"-33.920816, 151.257022","2021-09-21 15:00:05"
148,95,CleanFLEX-FB2000002005AB66,Low,4,"-33.920944, 151.257001","2021-09-21 15:00:05"
149,95,CleanCUBE-A1811211812AA04,Low,0,NULL,"2021-01-23 04:00:03"
150,100,CleanCUBE-D1905281906AA03,"Half Full",42,NULL,"2021-01-23 04:00:03"
151,95,CleanCUBE-A1905081905AA07,"Half Full",55,NULL,"2021-09-21 16:00:03"
152,95,CleanCUBE-A1905081905AA02,Low,0,NULL,"2021-09-21 16:00:03"
153,100,CleanFLEX-FB2000002008AC01,Low,17,"-33.919135, 151.258104","2021-09-21 16:00:03"
154,100,CleanFLEX-FB2000001911AA89,Full,92,NULL,"2021-09-21 16:00:03"
155,10,CleanFLEX-FB1000001906AA19,Full,100,NULL,"2021-09-21 16:00:03"
156,10,CleanFLEX-FB1000001906AA18,Low,14,NULL,"2021-09-21 16:00:03"
157,95,CleanFLEX-FB2000002005AB68,Low,29,"-33.919477, 151.257681","2021-09-21 16:00:03"
158,95,CleanFLEX-FB2000002005AB67,Low,5,"-33.920816, 151.257022","2021-09-21 16:00:03"
159,100,CleanFLEX-FB2000002008AC02,Low,28,"-33.920227, 151.257692","2021-09-21 16:00:03"
160,100,CleanFLEX-FB2000002008AC03,Low,28,"-33.918951, 151.25847","2021-09-21 16:00:03"
161,100,CleanFLEX-FB2000002008AC05,"Half Full",36,"-33.919505, 151.257857","2021-09-21 16:00:03"
162,100,CleanFLEX-FB2000002008AC12,Low,12,"-33.919727, 151.257213","2021-09-21 16:00:03"
163,100,CleanFLEX-FB2000002008AC17,Low,19,"-33.91947, 151.257542","2021-09-21 16:00:03"
164,95,CleanFLEX-FB2000002005AB63,Low,4,"-33.919505, 151.257857","2021-09-21 16:00:03"
165,95,CleanCUBE-A1807111808AA01,Low,0,NULL,"2021-09-21 16:00:03"
166,100,CleanFLEX-FB2000001911AA90,Full,100,NULL,"2021-09-21 16:00:03"
167,100,CleanFLEX-FB2000002008AC07,"Half Full",34,"-33.919555, 151.258164","2021-09-21 16:00:03"
168,100,CleanFLEX-FB2000002008AC14,"Half Full",46,"-33.920358, 151.257167","2021-09-21 16:00:03"
169,95,CleanFLEX-FB2000002008AC08,Low,17,"-33.919477, 151.257681","2021-09-21 16:00:03"
170,95,CleanCUBE-A1905081905AA26,Low,10,NULL,"2021-09-21 16:00:03"
171,95,CleanFLEX-FB2000002005AB69,Low,19,"-33.920227, 151.257692","2021-09-21 16:00:03"
172,100,CleanFLEX-FB2000002008AC16,Low,17,"-33.919477, 151.257681","2021-09-21 16:00:03"
173,100,CleanFLEX-FB2000002008AC15,Low,28,"-33.920358, 151.257167","2021-09-21 16:00:03"
174,100,CleanFLEX-FB2000002008AC18,"Half Full",42,"-33.919555, 151.258164","2021-09-21 16:00:03"
175,95,CleanFLEX-FB2000002005AB70,Low,9,"-33.919555, 151.258164","2021-09-21 16:00:03"
176,95,CleanFLEX-FB2000002005AB65,Low,7,"-33.920944, 151.257001","2021-09-21 16:00:03"
177,95,CleanFLEX-FB2000002005AB71,Low,10,"-33.922367, 151.256956","2021-09-21 16:00:03"
178,95,CleanFLEX-FB2000002005AB62,Low,1,"-33.91947, 151.257542","2021-09-21 16:00:03"
179,95,CleanCUBE-A1808201809AA03,Low,28,NULL,"2021-09-21 16:00:03"
180,100,CleanCUBE-A1905081905AA00,Low,16,NULL,"2021-09-21 16:00:03"
181,100,CleanCUBE-A1905081905AA06,Low,7,NULL,"2021-09-21 16:00:03"
182,100,CleanFLEX-FB2000001911AA88,Full,100,NULL,"2021-09-21 16:00:03"
183,100,CleanFLEX-FB2000001911AA87,Full,100,NULL,"2021-09-21 16:00:03"
184,100,CleanCUBE-A1907221908AA73,Low,15,NULL,"2021-09-21 16:00:03"
185,100,CleanCUBE-A1905081905AA09,Low,9,NULL,"2021-09-21 16:00:03"
186,95,CleanCUBE-A1905081905AA13,Low,19,NULL,"2021-09-21 16:00:03"
187,100,CleanCUBE-A1905081905AA19,Low,6,NULL,"2021-09-21 16:00:03"
188,100,CleanFLEX-FB2000001911AA91,Full,100,NULL,"2021-09-21 16:00:03"
189,100,CleanFLEX-FB2000002008AC00,"Half Full",30,"-33.918951, 151.25847","2021-09-21 16:00:03"
190,100,CleanFLEX-FB2000002008AC04,"Half Full",48,"-33.919505, 151.257857","2021-09-21 16:00:03"
191,100,CleanFLEX-FB2000002008AC09,"Half Full",36,"-33.919135, 151.258104","2021-09-21 16:00:03"
192,100,CleanFLEX-FB2000002008AC19,"Half Full",53,"-33.920289, 151.257056","2021-09-21 16:00:03"
193,100,CleanFLEX-FB2000002008AC06,Full,88,"-33.91947, 151.257542","2021-09-21 16:00:03"
194,100,CleanFLEX-FB2000002008AC10,Low,18,"-33.920227, 151.257692","2021-09-21 16:00:03"
195,100,CleanFLEX-FB2000002008AC13,Low,17,"-33.920034, 151.257165","2021-09-21 16:00:03"
196,95,CleanFLEX-FB2000002008AC20,Low,23,"-33.920372, 151.257036","2021-09-21 16:00:03"
197,95,CleanFLEX-FB2000002005AB64,Low,12,"-33.920816, 151.257022","2021-09-21 16:00:03"
198,95,CleanFLEX-FB2000002005AB66,Low,4,"-33.920944, 151.257001","2021-09-21 16:00:03"
199,95,CleanCUBE-A1811211812AA04,Low,0,NULL,"2021-01-23 04:00:03"
200,100,CleanCUBE-D1905281906AA03,"Half Full",42,NULL,"2021-01-23 04:00:03"
201,100,CleanFLEX-FB2000002008AC01,Low,23,"-33.919135, 151.258104","2021-09-21 17:00:05"
202,100,CleanFLEX-FB2000002008AC02,Low,28,"-33.920227, 151.257692","2021-09-21 17:00:05"
203,100,CleanFLEX-FB2000002008AC03,Low,28,"-33.918951, 151.25847","2021-09-21 17:00:05"
204,95,CleanCUBE-A1905081905AA07,"Half Full",55,NULL,"2021-09-21 17:00:05"
205,100,CleanFLEX-FB2000001911AA89,Full,92,NULL,"2021-09-21 17:00:05"
206,10,CleanFLEX-FB1000001906AA19,Full,100,NULL,"2021-09-21 17:00:05"
207,10,CleanFLEX-FB1000001906AA18,Low,14,NULL,"2021-09-21 17:00:05"
208,95,CleanCUBE-A1905081905AA02,Low,0,NULL,"2021-09-21 17:00:05"
209,100,CleanFLEX-FB2000002008AC05,"Half Full",36,"-33.919505, 151.257857","2021-09-21 17:00:05"
210,100,CleanFLEX-FB2000002008AC12,Low,12,"-33.919727, 151.257213","2021-09-21 17:00:05"
211,100,CleanFLEX-FB2000002008AC17,Low,18,"-33.91947, 151.257542","2021-09-21 17:00:05"
212,95,CleanFLEX-FB2000002005AB68,Low,29,"-33.919477, 151.257681","2021-09-21 17:00:05"
213,95,CleanFLEX-FB2000002005AB63,Low,4,"-33.919505, 151.257857","2021-09-21 17:00:05"
214,95,CleanFLEX-FB2000002005AB67,Low,5,"-33.920816, 151.257022","2021-09-21 17:00:05"
215,95,CleanFLEX-FB2000002005AB70,Low,9,"-33.919555, 151.258164","2021-09-21 17:00:05"
216,95,CleanFLEX-FB2000002005AB69,Low,19,"-33.920227, 151.257692","2021-09-21 17:00:05"
217,95,CleanFLEX-FB2000002005AB71,Low,10,"-33.922367, 151.256956","2021-09-21 17:00:05"
218,100,CleanFLEX-FB2000001911AA90,Full,100,NULL,"2021-09-21 17:00:05"
219,95,CleanCUBE-A1905081905AA26,Low,10,NULL,"2021-09-21 17:00:05"
220,95,CleanCUBE-A1807111808AA01,Low,0,NULL,"2021-09-21 17:00:05"
221,100,CleanFLEX-FB2000002008AC07,"Half Full",34,"-33.919555, 151.258164","2021-09-21 17:00:05"
222,100,CleanFLEX-FB2000002008AC18,"Half Full",42,"-33.919555, 151.258164","2021-09-21 17:00:05"
223,100,CleanFLEX-FB2000002008AC14,"Half Full",50,"-33.920358, 151.257167","2021-09-21 17:00:05"
224,100,CleanFLEX-FB2000002008AC15,Low,29,"-33.920358, 151.257167","2021-09-21 17:00:05"
225,100,CleanFLEX-FB2000002008AC16,Low,17,"-33.919477, 151.257681","2021-09-21 17:00:05"
226,95,CleanFLEX-FB2000002008AC08,Low,17,"-33.919477, 151.257681","2021-09-21 17:00:05"
227,95,CleanFLEX-FB2000002005AB65,Low,6,"-33.920944, 151.257001","2021-09-21 17:00:05"
228,95,CleanFLEX-FB2000002005AB62,Low,1,"-33.91947, 151.257542","2021-09-21 17:00:05"
229,100,CleanCUBE-A1905081905AA06,Low,7,NULL,"2021-09-21 17:00:05"
230,95,CleanCUBE-A1808201809AA03,Low,28,NULL,"2021-09-21 17:00:05"
231,100,CleanCUBE-A1905081905AA00,Low,16,NULL,"2021-09-21 17:00:05"
232,100,CleanFLEX-FB2000002008AC04,"Half Full",48,"-33.919505, 151.257857","2021-09-21 17:00:05"
233,95,CleanCUBE-A1905081905AA13,Low,19,NULL,"2021-09-21 17:00:05"
234,100,CleanFLEX-FB2000002008AC00,"Half Full",30,"-33.918951, 151.25847","2021-09-21 17:00:05"
235,100,CleanFLEX-FB2000001911AA88,Full,100,NULL,"2021-09-21 17:00:05"
236,100,CleanFLEX-FB2000001911AA87,Full,100,NULL,"2021-09-21 17:00:05"
237,100,CleanFLEX-FB2000001911AA91,Full,100,NULL,"2021-09-21 17:00:05"
238,100,CleanCUBE-A1905081905AA09,Low,9,NULL,"2021-09-21 17:00:05"
239,100,CleanCUBE-A1905081905AA19,Low,6,NULL,"2021-09-21 17:00:05"
240,100,CleanCUBE-A1907221908AA73,Low,16,NULL,"2021-09-21 17:00:05"
241,100,CleanFLEX-FB2000002008AC09,"Half Full",36,"-33.919135, 151.258104","2021-09-21 17:00:05"
242,100,CleanFLEX-FB2000002008AC19,"Half Full",53,"-33.920289, 151.257056","2021-09-21 17:00:05"
243,100,CleanFLEX-FB2000002008AC06,Full,88,"-33.91947, 151.257542","2021-09-21 17:00:05"
244,100,CleanFLEX-FB2000002008AC10,Low,17,"-33.920227, 151.257692","2021-09-21 17:00:05"
245,95,CleanFLEX-FB2000002008AC20,Low,23,"-33.920372, 151.257036","2021-09-21 17:00:05"
246,100,CleanFLEX-FB2000002008AC13,Low,17,"-33.920034, 151.257165","2021-09-21 17:00:05"
247,95,CleanFLEX-FB2000002005AB64,Low,12,"-33.920816, 151.257022","2021-09-21 17:00:05"
248,95,CleanFLEX-FB2000002005AB66,Low,4,"-33.920944, 151.257001","2021-09-21 17:00:05"
249,95,CleanCUBE-A1811211812AA04,Low,0,NULL,"2021-01-23 04:00:03"
250,100,CleanCUBE-D1905281906AA03,"Half Full",42,NULL,"2021-01-23 04:00:03"
251,100,CleanFLEX-FB2000002008AC01,Low,25,"-33.919135, 151.258104","2021-09-21 18:00:09"
252,100,CleanFLEX-FB2000002008AC02,Low,28,"-33.920227, 151.257692","2021-09-21 18:00:09"
253,100,CleanFLEX-FB2000002008AC05,"Half Full",41,"-33.919505, 151.257857","2021-09-21 18:00:09"
254,100,CleanFLEX-FB2000002008AC03,"Half Full",31,"-33.918951, 151.25847","2021-09-21 18:00:09"
255,100,CleanFLEX-FB2000002008AC12,Low,12,"-33.919727, 151.257213","2021-09-21 18:00:09"
256,100,CleanFLEX-FB2000002008AC17,Low,18,"-33.91947, 151.257542","2021-09-21 18:00:09"
257,95,CleanFLEX-FB2000002005AB68,Low,29,"-33.919477, 151.257681","2021-09-21 18:00:09"
258,95,CleanFLEX-FB2000002005AB63,Low,4,"-33.919505, 151.257857","2021-09-21 18:00:09"
259,95,CleanFLEX-FB2000002005AB67,Low,5,"-33.920816, 151.257022","2021-09-21 18:00:09"
260,10,CleanFLEX-FB1000001906AA19,Full,100,NULL,"2021-09-21 18:00:09"
261,95,CleanCUBE-A1905081905AA07,"Half Full",55,NULL,"2021-09-21 18:00:09"
262,100,CleanFLEX-FB2000001911AA89,Full,92,NULL,"2021-09-21 18:00:09"
263,10,CleanFLEX-FB1000001906AA18,Low,14,NULL,"2021-09-21 18:00:09"
264,95,CleanCUBE-A1905081905AA02,Low,0,NULL,"2021-09-21 18:00:09"
265,95,CleanCUBE-A1807111808AA01,Low,0,NULL,"2021-09-21 18:00:09"
266,95,CleanCUBE-A1905081905AA26,Low,10,NULL,"2021-09-21 18:00:09"
267,100,CleanFLEX-FB2000002008AC15,Low,29,"-33.920358, 151.257167","2021-09-21 18:00:09"
268,100,CleanFLEX-FB2000002008AC16,Low,17,"-33.919477, 151.257681","2021-09-21 18:00:09"
269,100,CleanFLEX-FB2000002008AC07,"Half Full",34,"-33.919555, 151.258164","2021-09-21 18:00:09"
270,100,CleanFLEX-FB2000002008AC18,"Half Full",41,"-33.919555, 151.258164","2021-09-21 18:00:09"
271,95,CleanFLEX-FB2000002008AC08,Low,17,"-33.919477, 151.257681","2021-09-21 18:00:09"
272,100,CleanFLEX-FB2000002008AC14,Low,10,"-33.920358, 151.257167","2021-09-21 18:00:09"
