id,batteryHealth,binId,binStatus,currentFillLevel,latLong,timesTamp
9766,95,CleanFLEX-FB2000002005AB65,Low,21,"-33.920944, 151.257001","2021-10-15 14:00:04"
9767,10,CleanFLEX-FB2000002008AC14,"Half Full",46,"-33.920358, 151.257167","2021-10-15 14:00:04"
9768,95,CleanFLEX-FB2000002005AB70,Low,23,"-33.919555, 151.258164","2021-10-15 14:00:04"
9769,10,CleanFLEX-FB2000002008AC15,Low,27,"-33.920358, 151.257167","2021-10-15 14:00:04"
9770,95,CleanFLEX-FB2000002005AB71,Low,18,"-33.922367, 151.256956","2021-10-15 14:00:04"
9771,10,CleanFLEX-FB2000002008AC18,Low,7,"-33.919555, 151.258164","2021-10-15 14:00:04"
9772,95,CleanFLEX-FB2000002005AB62,Low,23,"-33.91947, 151.257542","2021-10-15 14:00:04"
9773,10,CleanFLEX-FB2000002008AC16,Low,10,"-33.919477, 151.257681","2021-10-15 14:00:04"
9774,10,CleanFLEX-FB2000002008AC07,"Half Full",33,"-33.919555, 151.258164","2021-10-15 14:00:04"
9775,95,CleanFLEX-FB2000002008AC08,"Half Full",42,"-33.919477, 151.257681","2021-10-15 14:00:04"
9776,100,CleanFLEX-FB2000001911AA90,Full,100,NULL,"2021-10-15 14:00:04"
9777,95,CleanCUBE-A1905081905AA26,Low,10,NULL,"2021-10-15 14:00:04"
9778,95,CleanCUBE-A1807111808AA01,Low,0,NULL,"2021-10-15 14:00:04"
9779,100,CleanCUBE-A1905081905AA06,Low,13,NULL,"2021-10-15 14:00:04"
9780,95,CleanCUBE-A1808201809AA03,Low,8,NULL,"2021-10-15 14:00:04"
9781,100,CleanCUBE-A1905081905AA00,Low,16,NULL,"2021-10-15 14:00:04"
9782,100,CleanCUBE-A1905081905AA19,Low,0,NULL,"2021-10-15 14:00:04"
9783,10,CleanFLEX-FB2000002008AC00,Full,89,"-33.918951, 151.25847","2021-10-15 14:00:04"
9784,100,CleanFLEX-FB2000001911AA87,Full,100,NULL,"2021-10-15 14:00:04"
9785,100,CleanFLEX-FB2000001911AA88,Full,100,NULL,"2021-10-15 14:00:04"
9786,100,CleanFLEX-FB2000001911AA91,Full,100,NULL,"2021-10-15 14:00:04"
9787,100,CleanCUBE-A1907221908AA73,Low,20,NULL,"2021-10-15 14:00:04"
9788,95,CleanCUBE-A1905081905AA13,Low,14,NULL,"2021-10-15 14:00:04"
9789,100,CleanCUBE-A1905081905AA09,Low,10,NULL,"2021-10-15 14:00:04"
9790,10,CleanFLEX-FB2000002008AC09,Low,10,"-33.919135, 151.258104","2021-10-15 14:00:04"
9791,10,CleanFLEX-FB2000002008AC10,"Half Full",36,"-33.920227, 151.257692","2021-10-15 14:00:04"
9792,10,CleanFLEX-FB2000002008AC13,"Half Full",52,"-33.920034, 151.257165","2021-10-15 14:00:04"
9793,10,CleanFLEX-FB2000002008AC04,Full,74,"-33.919505, 151.257857","2021-10-15 14:00:04"
9794,95,CleanFLEX-FB2000002005AB64,Full,74,"-33.920816, 151.257022","2021-10-15 14:00:04"
9795,10,CleanFLEX-FB2000002008AC06,Full,88,"-33.91947, 151.257542","2021-10-15 14:00:04"
9796,95,CleanFLEX-FB2000002005AB66,Low,16,"-33.920944, 151.257001","2021-10-15 14:00:04"
9797,10,CleanFLEX-FB2000002008AC20,Low,17,"-33.920372, 151.257036","2021-10-15 14:00:04"
9798,10,CleanFLEX-FB2000002008AC19,Low,18,"-33.920289, 151.257056","2021-10-15 14:00:04"
9799,95,CleanCUBE-A1811211812AA04,Low,0,NULL,"2021-01-23 04:00:03"
9800,100,CleanCUBE-D1905281906AA03,"Half Full",42,NULL,"2021-01-23 04:00:03"
9801,10,CleanFLEX-FB2000002008AC01,"Half Full",42,"-33.919135, 151.258104","2021-10-15 15:00:09"
9802,10,CleanFLEX-FB2000002008AC05,"Half Full",40,"-33.919505, 151.257857","2021-10-15 15:00:09"
9803,10,CleanFLEX-FB2000002008AC02,Full,100,"-33.920227, 151.257692","2021-10-15 15:00:09"
9804,100,CleanFLEX-FB2000002008AC17,Low,15,"-33.91947, 151.257542","2021-10-15 15:00:09"
9805,10,CleanFLEX-FB2000002008AC03,Low,11,"-33.918951, 151.25847","2021-10-15 15:00:09"
9806,10,CleanFLEX-FB2000002008AC12,Low,3,"-33.919727, 151.257213","2021-10-15 15:00:09"
9807,100,CleanFLEX-FB2000001911AA89,Full,92,NULL,"2021-10-15 15:00:09"
9808,10,CleanFLEX-FB1000001906AA19,Full,100,NULL,"2021-10-15 15:00:09"
9809,95,CleanFLEX-FB2000002005AB63,Low,17,"-33.919505, 151.257857","2021-10-15 15:00:09"
9810,95,CleanFLEX-FB2000002005AB67,Low,17,"-33.920816, 151.257022","2021-10-15 15:00:09"
9811,95,CleanFLEX-FB2000002005AB68,Low,29,"-33.919477, 151.257681","2021-10-15 15:00:09"
9812,95,CleanCUBE-A1905081905AA07,"Half Full",55,NULL,"2021-10-15 15:00:09"
9813,10,CleanFLEX-FB1000001906AA18,Low,14,NULL,"2021-10-15 15:00:09"
9814,95,CleanCUBE-A1905081905AA02,Low,0,NULL,"2021-10-15 15:00:09"
9815,95,CleanFLEX-FB2000002008AC08,"Half Full",42,"-33.919477, 151.257681","2021-10-15 15:00:09"
9816,100,CleanFLEX-FB2000001911AA90,Full,100,NULL,"2021-10-15 15:00:09"
9817,95,CleanCUBE-A1807111808AA01,Low,0,NULL,"2021-10-15 15:00:09"
9818,95,CleanCUBE-A1905081905AA26,Low,10,NULL,"2021-10-15 15:00:09"
9819,10,CleanFLEX-FB2000002008AC14,"Half Full",46,"-33.920358, 151.257167","2021-10-15 15:00:09"
9820,10,CleanFLEX-FB2000002008AC15,Low,27,"-33.920358, 151.257167","2021-10-15 15:00:09"
9821,10,CleanFLEX-FB2000002008AC07,"Half Full",33,"-33.919555, 151.258164","2021-10-15 15:00:09"
9822,95,CleanFLEX-FB2000002005AB70,Low,23,"-33.919555, 151.258164","2021-10-15 15:00:09"
9823,95,CleanFLEX-FB2000002005AB65,Low,21,"-33.920944, 151.257001","2021-10-15 15:00:09"
9824,95,CleanFLEX-FB2000002005AB69,Low,21,"-33.920227, 151.257692","2021-10-15 15:00:09"
9825,10,CleanFLEX-FB2000002008AC18,Low,7,"-33.919555, 151.258164","2021-10-15 15:00:09"
9826,95,CleanFLEX-FB2000002005AB62,Low,23,"-33.91947, 151.257542","2021-10-15 15:00:09"
9827,10,CleanFLEX-FB2000002008AC16,Low,10,"-33.919477, 151.257681","2021-10-15 15:00:09"
9828,95,CleanFLEX-FB2000002005AB71,Low,18,"-33.922367, 151.256956","2021-10-15 15:00:09"
9829,100,CleanCUBE-A1905081905AA06,Low,13,NULL,"2021-10-15 15:00:09"
9830,100,CleanCUBE-A1907221908AA73,Low,20,NULL,"2021-10-15 15:00:09"
9831,100,CleanFLEX-FB2000001911AA87,Full,100,NULL,"2021-10-15 15:00:09"
9832,95,CleanCUBE-A1808201809AA03,Low,8,NULL,"2021-10-15 15:00:09"
9833,100,CleanCUBE-A1905081905AA00,Low,16,NULL,"2021-10-15 15:00:09"
9834,95,CleanCUBE-A1905081905AA13,Low,14,NULL,"2021-10-15 15:00:09"
9835,100,CleanCUBE-A1905081905AA09,Low,10,NULL,"2021-10-15 15:00:09"
9836,100,CleanCUBE-A1905081905AA19,Low,0,NULL,"2021-10-15 15:00:09"
9837,10,CleanFLEX-FB2000002008AC10,"Half Full",36,"-33.920227, 151.257692","2021-10-15 15:00:09"
9838,10,CleanFLEX-FB2000002008AC13,"Half Full",52,"-33.920034, 151.257165","2021-10-15 15:00:09"
9839,10,CleanFLEX-FB2000002008AC00,Full,89,"-33.918951, 151.25847","2021-10-15 15:00:09"
9840,10,CleanFLEX-FB2000002008AC04,Full,74,"-33.919505, 151.257857","2021-10-15 15:00:09"
9841,10,CleanFLEX-FB2000002008AC06,Full,88,"-33.91947, 151.257542","2021-10-15 15:00:09"
9842,10,CleanFLEX-FB2000002008AC09,Low,10,"-33.919135, 151.258104","2021-10-15 15:00:09"
9843,100,CleanFLEX-FB2000001911AA88,Full,100,NULL,"2021-10-15 15:00:09"
9844,100,CleanFLEX-FB2000001911AA91,Full,100,NULL,"2021-10-15 15:00:09"
9845,95,CleanFLEX-FB2000002005AB64,Full,73,"-33.920816, 151.257022","2021-10-15 15:00:09"
9846,10,CleanFLEX-FB2000002008AC20,Low,17,"-33.920372, 151.257036","2021-10-15 15:00:09"
9847,10,CleanFLEX-FB2000002008AC19,Low,18,"-33.920289, 151.257056","2021-10-15 15:00:09"
9848,95,CleanFLEX-FB2000002005AB66,Low,16,"-33.920944, 151.257001","2021-10-15 15:00:09"
9849,95,CleanCUBE-A1811211812AA04,Low,0,NULL,"2021-01-23 04:00:03"
9850,100,CleanCUBE-D1905281906AA03,"Half Full",42,NULL,"2021-01-23 04:00:03"
9851,95,CleanCUBE-A1905081905AA07,"Half Full",55,NULL,"2021-10-15 16:00:04"
9852,10,CleanFLEX-FB1000001906AA18,Low,14,NULL,"2021-10-15 16:00:04"
9853,95,CleanCUBE-A1905081905AA02,Low,0,NULL,"2021-10-15 16:00:04"
9854,10,CleanFLEX-FB2000002008AC01,"Half Full",42,"-33.919135, 151.258104","2021-10-15 16:00:04"
9855,10,CleanFLEX-FB2000002008AC02,Full,100,"-33.920227, 151.257692","2021-10-15 16:00:04"
9856,10,CleanFLEX-FB2000002008AC05,"Half Full",40,"-33.919505, 151.257857","2021-10-15 16:00:04"
9857,10,CleanFLEX-FB2000002008AC03,Low,11,"-33.918951, 151.25847","2021-10-15 16:00:04"
9858,100,CleanFLEX-FB2000001911AA89,Full,92,NULL,"2021-10-15 16:00:04"
9859,10,CleanFLEX-FB1000001906AA19,Full,100,NULL,"2021-10-15 16:00:04"
9860,100,CleanFLEX-FB2000002008AC17,Low,15,"-33.91947, 151.257542","2021-10-15 16:00:04"
9861,95,CleanFLEX-FB2000002005AB63,Low,17,"-33.919505, 151.257857","2021-10-15 16:00:04"
9862,95,CleanFLEX-FB2000002005AB67,Low,17,"-33.920816, 151.257022","2021-10-15 16:00:04"
9863,95,CleanFLEX-FB2000002005AB68,Low,29,"-33.919477, 151.257681","2021-10-15 16:00:04"
9864,10,CleanFLEX-FB2000002008AC12,Low,3,"-33.919727, 151.257213","2021-10-15 16:00:04"
9865,95,CleanCUBE-A1807111808AA01,Low,0,NULL,"2021-10-15 16:00:04"
9866,95,CleanFLEX-FB2000002005AB69,Low,21,"-33.920227, 151.257692","2021-10-15 16:00:04"
9867,95,CleanFLEX-FB2000002005AB70,Low,23,"-33.919555, 151.258164","2021-10-15 16:00:04"
9868,10,CleanFLEX-FB2000002008AC14,"Half Full",46,"-33.920358, 151.257167","2021-10-15 16:00:04"
9869,95,CleanFLEX-FB2000002005AB65,Low,21,"-33.920944, 151.257001","2021-10-15 16:00:04"
9870,10,CleanFLEX-FB2000002008AC15,Low,27,"-33.920358, 151.257167","2021-10-15 16:00:04"
9871,95,CleanFLEX-FB2000002005AB71,Low,18,"-33.922367, 151.256956","2021-10-15 16:00:04"
9872,10,CleanFLEX-FB2000002008AC18,Low,7,"-33.919555, 151.258164","2021-10-15 16:00:04"
9873,95,CleanFLEX-FB2000002005AB62,Low,23,"-33.91947, 151.257542","2021-10-15 16:00:04"
9874,10,CleanFLEX-FB2000002008AC16,Low,10,"-33.919477, 151.257681","2021-10-15 16:00:04"
9875,10,CleanFLEX-FB2000002008AC07,"Half Full",33,"-33.919555, 151.258164","2021-10-15 16:00:04"
9876,95,CleanFLEX-FB2000002008AC08,"Half Full",42,"-33.919477, 151.257681","2021-10-15 16:00:04"
9877,100,CleanFLEX-FB2000001911AA90,Full,100,NULL,"2021-10-15 16:00:04"
9878,95,CleanCUBE-A1905081905AA26,Low,10,NULL,"2021-10-15 16:00:04"
9879,100,CleanCUBE-A1905081905AA00,Low,16,NULL,"2021-10-15 16:00:04"
9880,95,CleanCUBE-A1808201809AA03,Low,8,NULL,"2021-10-15 16:00:04"
9881,100,CleanFLEX-FB2000001911AA87,Full,100,NULL,"2021-10-15 16:00:04"
9882,100,CleanFLEX-FB2000001911AA88,Full,100,NULL,"2021-10-15 16:00:04"
9883,100,CleanCUBE-A1905081905AA06,Low,13,NULL,"2021-10-15 16:00:04"
9884,100,CleanCUBE-A1907221908AA73,Low,20,NULL,"2021-10-15 16:00:04"
9885,95,CleanCUBE-A1905081905AA13,Low,14,NULL,"2021-10-15 16:00:04"
9886,100,CleanCUBE-A1905081905AA09,Low,10,NULL,"2021-10-15 16:00:04"
9887,100,CleanCUBE-A1905081905AA19,Low,0,NULL,"2021-10-15 16:00:04"
9888,10,CleanFLEX-FB2000002008AC09,Low,10,"-33.919135, 151.258104","2021-10-15 16:00:04"
9889,10,CleanFLEX-FB2000002008AC04,Full,74,"-33.919505, 151.257857","2021-10-15 16:00:04"
9890,10,CleanFLEX-FB2000002008AC10,"Half Full",36,"-33.920227, 151.257692","2021-10-15 16:00:04"
9891,10,CleanFLEX-FB2000002008AC13,"Half Full",52,"-33.920034, 151.257165","2021-10-15 16:00:04"
9892,10,CleanFLEX-FB2000002008AC00,Full,89,"-33.918951, 151.25847","2021-10-15 16:00:04"
9893,10,CleanFLEX-FB2000002008AC06,Full,88,"-33.91947, 151.257542","2021-10-15 16:00:04"
9894,100,CleanFLEX-FB2000001911AA91,Full,100,NULL,"2021-10-15 16:00:04"
9895,95,CleanFLEX-FB2000002005AB64,Full,73,"-33.920816, 151.257022","2021-10-15 16:00:04"
9896,10,CleanFLEX-FB2000002008AC20,Low,17,"-33.920372, 151.257036","2021-10-15 16:00:04"
9897,10,CleanFLEX-FB2000002008AC19,Low,18,"-33.920289, 151.257056","2021-10-15 16:00:04"
9898,95,CleanFLEX-FB2000002005AB66,Low,16,"-33.920944, 151.257001","2021-10-15 16:00:04"
9899,95,CleanCUBE-A1811211812AA04,Low,0,NULL,"2021-01-23 04:00:03"
9900,100,CleanCUBE-D1905281906AA03,"Half Full",42,NULL,"2021-01-23 04:00:03"
9901,95,CleanCUBE-A1905081905AA02,Low,0,NULL,"2021-10-15 17:00:04"
9902,10,CleanFLEX-FB2000002008AC05,"Half Full",40,"-33.919505, 151.257857","2021-10-15 17:00:04"
9903,100,CleanFLEX-FB2000002008AC17,Low,15,"-33.91947, 151.257542","2021-10-15 17:00:04"
9904,95,CleanFLEX-FB2000002005AB67,Low,17,"-33.920816, 151.257022","2021-10-15 17:00:04"
9905,95,CleanFLEX-FB2000002005AB68,Low,29,"-33.919477, 151.257681","2021-10-15 17:00:04"
9906,10,CleanFLEX-FB2000002008AC12,Low,3,"-33.919727, 151.257213","2021-10-15 17:00:04"
9907,95,CleanFLEX-FB2000002005AB63,Low,12,"-33.919505, 151.257857","2021-10-15 17:00:04"
9908,10,CleanFLEX-FB2000002008AC01,"Half Full",42,"-33.919135, 151.258104","2021-10-15 17:00:04"
9909,10,CleanFLEX-FB2000002008AC02,Full,100,"-33.920227, 151.257692","2021-10-15 17:00:04"
9910,10,CleanFLEX-FB2000002008AC03,Low,11,"-33.918951, 151.25847","2021-10-15 17:00:04"
9911,95,CleanCUBE-A1905081905AA07,"Half Full",55,NULL,"2021-10-15 17:00:04"
9912,100,CleanFLEX-FB2000001911AA89,Full,92,NULL,"2021-10-15 17:00:04"
9913,10,CleanFLEX-FB1000001906AA19,Full,100,NULL,"2021-10-15 17:00:04"
9914,10,CleanFLEX-FB1000001906AA18,Low,14,NULL,"2021-10-15 17:00:04"
9915,95,CleanCUBE-A1905081905AA26,Low,10,NULL,"2021-10-15 17:00:04"
9916,100,CleanFLEX-FB2000001911AA90,Full,100,NULL,"2021-10-15 17:00:04"
9917,95,CleanCUBE-A1807111808AA01,Low,0,NULL,"2021-10-15 17:00:04"
9918,10,CleanFLEX-FB2000002008AC18,Low,7,"-33.919555, 151.258164","2021-10-15 17:00:04"
9919,10,CleanFLEX-FB2000002008AC16,Low,10,"-33.919477, 151.257681","2021-10-15 17:00:04"
9920,95,CleanFLEX-FB2000002008AC08,"Half Full",42,"-33.919477, 151.257681","2021-10-15 17:00:04"
9921,10,CleanFLEX-FB2000002008AC14,"Half Full",46,"-33.920358, 151.257167","2021-10-15 17:00:04"
9922,10,CleanFLEX-FB2000002008AC07,"Half Full",33,"-33.919555, 151.258164","2021-10-15 17:00:04"
9923,10,CleanFLEX-FB2000002008AC15,Low,27,"-33.920358, 151.257167","2021-10-15 17:00:04"
9924,95,CleanFLEX-FB2000002005AB71,Low,18,"-33.922367, 151.256956","2021-10-15 17:00:04"
9925,95,CleanFLEX-FB2000002005AB70,Low,27,"-33.919555, 151.258164","2021-10-15 17:00:04"
9926,95,CleanFLEX-FB2000002005AB65,Low,21,"-33.920944, 151.257001","2021-10-15 17:00:04"
9927,95,CleanFLEX-FB2000002005AB69,Low,21,"-33.920227, 151.257692","2021-10-15 17:00:04"
9928,95,CleanFLEX-FB2000002005AB62,Low,23,"-33.91947, 151.257542","2021-10-15 17:00:04"
9929,95,CleanCUBE-A1808201809AA03,Low,8,NULL,"2021-10-15 17:00:04"
9930,95,CleanCUBE-A1905081905AA13,Low,14,NULL,"2021-10-15 17:00:04"
9931,100,CleanCUBE-A1905081905AA19,Low,0,NULL,"2021-10-15 17:00:04"
9932,100,CleanFLEX-FB2000001911AA87,Full,100,NULL,"2021-10-15 17:00:04"
9933,100,CleanFLEX-FB2000001911AA88,Full,100,NULL,"2021-10-15 17:00:04"
9934,100,CleanCUBE-A1905081905AA06,Low,13,NULL,"2021-10-15 17:00:04"
9935,100,CleanCUBE-A1907221908AA73,Low,20,NULL,"2021-10-15 17:00:04"
9936,100,CleanCUBE-A1905081905AA00,Low,16,NULL,"2021-10-15 17:00:04"
9937,100,CleanCUBE-A1905081905AA09,Low,10,NULL,"2021-10-15 17:00:04"
9938,10,CleanFLEX-FB2000002008AC06,Full,88,"-33.91947, 151.257542","2021-10-15 17:00:04"
9939,100,CleanFLEX-FB2000001911AA91,Full,100,NULL,"2021-10-15 17:00:04"
9940,10,CleanFLEX-FB2000002008AC00,Full,89,"-33.918951, 151.25847","2021-10-15 17:00:04"
9941,10,CleanFLEX-FB2000002008AC10,"Half Full",36,"-33.920227, 151.257692","2021-10-15 17:00:04"
9942,10,CleanFLEX-FB2000002008AC13,"Half Full",52,"-33.920034, 151.257165","2021-10-15 17:00:04"
9943,10,CleanFLEX-FB2000002008AC04,Full,74,"-33.919505, 151.257857","2021-10-15 17:00:04"
9944,10,CleanFLEX-FB2000002008AC20,Low,17,"-33.920372, 151.257036","2021-10-15 17:00:04"
9945,10,CleanFLEX-FB2000002008AC09,Low,10,"-33.919135, 151.258104","2021-10-15 17:00:04"
9946,95,CleanFLEX-FB2000002005AB64,"Half Full",70,"-33.920816, 151.257022","2021-10-15 17:00:04"
9947,10,CleanFLEX-FB2000002008AC19,Low,18,"-33.920289, 151.257056","2021-10-15 17:00:04"
9948,95,CleanFLEX-FB2000002005AB66,Low,15,"-33.920944, 151.257001","2021-10-15 17:00:04"
9949,95,CleanCUBE-A1811211812AA04,Low,0,NULL,"2021-01-23 04:00:03"
9950,100,CleanCUBE-D1905281906AA03,"Half Full",42,NULL,"2021-01-23 04:00:03"
9951,95,CleanFLEX-FB2000002005AB67,Low,16,"-33.920816, 151.257022","2021-10-15 18:00:09"
9952,95,CleanFLEX-FB2000002005AB68,Low,29,"-33.919477, 151.257681","2021-10-15 18:00:09"
9953,10,CleanFLEX-FB2000002008AC05,"Half Full",40,"-33.919505, 151.257857","2021-10-15 18:00:09"
9954,100,CleanFLEX-FB2000002008AC17,Low,15,"-33.91947, 151.257542","2021-10-15 18:00:09"
9955,10,CleanFLEX-FB2000002008AC03,Low,11,"-33.918951, 151.25847","2021-10-15 18:00:09"
9956,10,CleanFLEX-FB2000002008AC12,Low,3,"-33.919727, 151.257213","2021-10-15 18:00:09"
9957,95,CleanFLEX-FB2000002005AB63,Low,9,"-33.919505, 151.257857","2021-10-15 18:00:09"
9958,10,CleanFLEX-FB2000002008AC01,"Half Full",42,"-33.919135, 151.258104","2021-10-15 18:00:09"
9959,10,CleanFLEX-FB2000002008AC02,Full,100,"-33.920227, 151.257692","2021-10-15 18:00:09"
9960,95,CleanCUBE-A1905081905AA07,"Half Full",55,NULL,"2021-10-15 18:00:09"
9961,100,CleanFLEX-FB2000001911AA89,Full,92,NULL,"2021-10-15 18:00:09"
9962,10,CleanFLEX-FB1000001906AA19,Full,100,NULL,"2021-10-15 18:00:09"
9963,10,CleanFLEX-FB1000001906AA18,Low,14,NULL,"2021-10-15 18:00:09"
9964,95,CleanCUBE-A1905081905AA02,Low,0,NULL,"2021-10-15 18:00:09"
9965,10,CleanFLEX-FB2000002008AC07,"Half Full",33,"-33.919555, 151.258164","2021-10-15 18:00:09"
9966,95,CleanFLEX-FB2000002008AC08,"Half Full",42,"-33.919477, 151.257681","2021-10-15 18:00:09"
9967,100,CleanFLEX-FB2000001911AA90,Full,100,NULL,"2021-10-15 18:00:09"
9968,95,CleanCUBE-A1807111808AA01,Low,0,NULL,"2021-10-15 18:00:09"
9969,95,CleanCUBE-A1905081905AA26,Low,10,NULL,"2021-10-15 18:00:09"
9970,95,CleanFLEX-FB2000002005AB71,Low,17,"-33.922367, 151.256956","2021-10-15 18:00:09"
9971,95,CleanFLEX-FB2000002005AB70,Low,28,"-33.919555, 151.258164","2021-10-15 18:00:09"
9972,10,CleanFLEX-FB2000002008AC14,"Half Full",46,"-33.920358, 151.257167","2021-10-15 18:00:09"
9973,95,CleanFLEX-FB2000002005AB65,Low,22,"-33.920944, 151.257001","2021-10-15 18:00:09"
9974,10,CleanFLEX-FB2000002008AC15,Low,27,"-33.920358, 151.257167","2021-10-15 18:00:09"
9975,95,CleanFLEX-FB2000002005AB69,Low,20,"-33.920227, 151.257692","2021-10-15 18:00:09"
9976,10,CleanFLEX-FB2000002008AC18,Low,7,"-33.919555, 151.258164","2021-10-15 18:00:09"
9977,95,CleanFLEX-FB2000002005AB62,Low,23,"-33.91947, 151.257542","2021-10-15 18:00:09"
9978,10,CleanFLEX-FB2000002008AC16,Low,10,"-33.919477, 151.257681","2021-10-15 18:00:09"
9979,100,CleanCUBE-A1905081905AA06,Low,13,NULL,"2021-10-15 18:00:09"
9980,95,CleanCUBE-A1808201809AA03,Low,8,NULL,"2021-10-15 18:00:09"
9981,100,CleanCUBE-A1905081905AA00,Low,16,NULL,"2021-10-15 18:00:09"
9982,10,CleanFLEX-FB2000002008AC00,Full,89,"-33.918951, 151.25847","2021-10-15 18:00:09"
9983,10,CleanFLEX-FB2000002008AC04,Full,74,"-33.919505, 151.257857","2021-10-15 18:00:09"
9984,100,CleanFLEX-FB2000001911AA88,Full,100,NULL,"2021-10-15 18:00:09"
9985,100,CleanFLEX-FB2000001911AA91,Full,100,NULL,"2021-10-15 18:00:09"
9986,100,CleanCUBE-A1907221908AA73,Low,20,NULL,"2021-10-15 18:00:09"
9987,95,CleanCUBE-A1905081905AA13,Low,14,NULL,"2021-10-15 18:00:09"
9988,100,CleanCUBE-A1905081905AA09,Low,10,NULL,"2021-10-15 18:00:09"
9989,100,CleanCUBE-A1905081905AA19,Low,0,NULL,"2021-10-15 18:00:09"
9990,10,CleanFLEX-FB2000002008AC10,"Half Full",36,"-33.920227, 151.257692","2021-10-15 18:00:09"
9991,10,CleanFLEX-FB2000002008AC13,"Half Full",52,"-33.920034, 151.257165","2021-10-15 18:00:09"
9992,95,CleanFLEX-FB2000002005AB64,"Half Full",67,"-33.920816, 151.257022","2021-10-15 18:00:09"
9993,10,CleanFLEX-FB2000002008AC06,Full,88,"-33.91947, 151.257542","2021-10-15 18:00:09"
9994,10,CleanFLEX-FB2000002008AC20,Low,17,"-33.920372, 151.257036","2021-10-15 18:00:09"
9995,10,CleanFLEX-FB2000002008AC19,Low,18,"-33.920289, 151.257056","2021-10-15 18:00:09"
9996,10,CleanFLEX-FB2000002008AC09,Low,10,"-33.919135, 151.258104","2021-10-15 18:00:09"
9997,100,CleanFLEX-FB2000001911AA87,Full,100,NULL,"2021-10-15 18:00:09"
9998,95,CleanFLEX-FB2000002005AB66,Low,15,"-33.920944, 151.257001","2021-10-15 18:00:09"
9999,95,CleanCUBE-A1811211812AA04,Low,0,NULL,"2021-01-23 04:00:03"
10000,100,CleanCUBE-D1905281906AA03,"Half Full",42,NULL,"2021-01-23 04:00:03"
10001,95,CleanCUBE-A1905081905AA02,Low,0,NULL,"2021-10-15 19:00:04"
10002,10,CleanFLEX-FB2000002008AC01,"Half Full",42,"-33.919135, 151.258104","2021-10-15 19:00:04"
10003,10,CleanFLEX-FB2000002008AC05,"Half Full",40,"-33.919505, 151.257857","2021-10-15 19:00:04"
10004,10,CleanFLEX-FB2000002008AC02,Full,100,"-33.920227, 151.257692","2021-10-15 19:00:04"
10005,10,CleanFLEX-FB1000001906AA18,Low,14,NULL,"2021-10-15 19:00:04"
10006,10,CleanFLEX-FB1000001906AA19,Full,100,NULL,"2021-10-15 19:00:04"
10007,95,CleanCUBE-A1905081905AA07,"Half Full",55,NULL,"2021-10-15 19:00:04"
10008,100,CleanFLEX-FB2000001911AA89,Full,92,NULL,"2021-10-15 19:00:04"
10009,100,CleanFLEX-FB2000002008AC17,Low,15,"-33.91947, 151.257542","2021-10-15 19:00:04"
10010,95,CleanFLEX-FB2000002005AB67,Low,16,"-33.920816, 151.257022","2021-10-15 19:00:04"
10011,95,CleanFLEX-FB2000002005AB68,Low,29,"-33.919477, 151.257681","2021-10-15 19:00:04"
10012,10,CleanFLEX-FB2000002008AC03,Low,11,"-33.918951, 151.25847","2021-10-15 19:00:04"
10013,10,CleanFLEX-FB2000002008AC12,Low,3,"-33.919727, 151.257213","2021-10-15 19:00:04"
10014,95,CleanFLEX-FB2000002005AB63,Low,7,"-33.919505, 151.257857","2021-10-15 19:00:04"
10015,10,CleanFLEX-FB2000002008AC07,"Half Full",33,"-33.919555, 151.258164","2021-10-15 19:00:04"
10016,95,CleanCUBE-A1905081905AA26,Low,10,NULL,"2021-10-15 19:00:04"
10017,10,CleanFLEX-FB2000002008AC15,Low,27,"-33.920358, 151.257167","2021-10-15 19:00:04"
10018,10,CleanFLEX-FB2000002008AC16,Low,10,"-33.919477, 151.257681","2021-10-15 19:00:04"
10019,95,CleanFLEX-FB2000002008AC08,"Half Full",42,"-33.919477, 151.257681","2021-10-15 19:00:04"
10020,10,CleanFLEX-FB2000002008AC14,"Half Full",46,"-33.920358, 151.257167","2021-10-15 19:00:04"
10021,10,CleanFLEX-FB2000002008AC18,Low,7,"-33.919555, 151.258164","2021-10-15 19:00:04"
10022,100,CleanFLEX-FB2000001911AA90,Full,100,NULL,"2021-10-15 19:00:04"
10023,95,CleanCUBE-A1807111808AA01,Low,0,NULL,"2021-10-15 19:00:04"
10024,95,CleanFLEX-FB2000002005AB70,Low,28,"-33.919555, 151.258164","2021-10-15 19:00:04"
10025,95,CleanFLEX-FB2000002005AB65,Low,23,"-33.920944, 151.257001","2021-10-15 19:00:04"
10026,95,CleanFLEX-FB2000002005AB71,Low,17,"-33.922367, 151.256956","2021-10-15 19:00:04"
10027,95,CleanFLEX-FB2000002005AB62,Low,22,"-33.91947, 151.257542","2021-10-15 19:00:04"
10028,95,CleanFLEX-FB2000002005AB69,Low,20,"-33.920227, 151.257692","2021-10-15 19:00:04"
10029,95,CleanCUBE-A1808201809AA03,Low,23,NULL,"2021-10-15 19:00:04"
10030,100,CleanCUBE-A1905081905AA00,Low,16,NULL,"2021-10-15 19:00:04"
10031,95,CleanCUBE-A1905081905AA13,Low,14,NULL,"2021-10-15 19:00:04"
10032,100,CleanCUBE-A1905081905AA19,Low,11,NULL,"2021-10-15 19:00:04"
10033,100,CleanFLEX-FB2000001911AA87,Full,100,NULL,"2021-10-15 19:00:04"
