id,batteryHealth,binId,binStatus,currentFillLevel,latLong,timesTamp
1,10,CleanFLEX-FB2000002008AC01,"Half Full",42,"-33.919135, 151.258104","2021-10-06 21:00:05"
2,100,CleanFLEX-FB2000002008AC02,Low,20,"-33.920227, 151.257692","2021-10-06 21:00:05"
3,95,CleanCUBE-A1905081905AA07,"Half Full",55,NULL,"2021-10-06 21:00:05"
4,100,CleanFLEX-FB2000001911AA89,Full,92,NULL,"2021-10-06 21:00:05"
5,10,CleanFLEX-FB1000001906AA19,Full,100,NULL,"2021-10-06 21:00:05"
6,10,CleanFLEX-FB1000001906AA18,Low,14,NULL,"2021-10-06 21:00:05"
7,100,CleanFLEX-FB2000002008AC12,Low,11,"-33.919727, 151.257213","2021-10-06 21:00:05"
8,100,CleanFLEX-FB2000002008AC03,"Half Full",42,"-33.918951, 151.25847","2021-10-06 21:00:05"
9,100,CleanFLEX-FB2000002008AC17,"Half Full",32,"-33.91947, 151.257542","2021-10-06 21:00:05"
10,95,CleanFLEX-FB2000002005AB67,"Half Full",40,"-33.920816, 151.257022","2021-10-06 21:00:05"
11,100,CleanFLEX-FB2000002008AC05,Low,21,"-33.919505, 151.257857","2021-10-06 21:00:05"
12,95,CleanFLEX-FB2000002005AB63,Low,16,"-33.919505, 151.257857","2021-10-06 21:00:05"
13,95,CleanCUBE-A1905081905AA02,Low,0,NULL,"2021-10-06 21:00:05"
14,95,CleanFLEX-FB2000002005AB68,Low,29,"-33.919477, 151.257681","2021-10-06 21:00:05"
15,95,CleanCUBE-A1807111808AA01,Low,7,NULL,"2021-10-06 21:00:05"
16,100,CleanFLEX-FB2000002008AC14,"Half Full",32,"-33.920358, 151.257167","2021-10-06 21:00:05"
17,35,CleanFLEX-FB2000002008AC07,"Half Full",33,"-33.919555, 151.258164","2021-10-06 21:00:05"
18,95,CleanFLEX-FB2000002008AC08,Low,17,"-33.919477, 151.257681","2021-10-06 21:00:05"
19,100,CleanFLEX-FB2000001911AA90,Full,100,NULL,"2021-10-06 21:00:05"
20,95,CleanCUBE-A1905081905AA26,Low,10,NULL,"2021-10-06 21:00:05"
21,95,CleanFLEX-FB2000002005AB69,"Half Full",54,"-33.920227, 151.257692","2021-10-06 21:00:05"
22,95,CleanFLEX-FB2000002005AB70,Low,29,"-33.919555, 151.258164","2021-10-06 21:00:05"
23,100,CleanFLEX-FB2000002008AC18,"Half Full",36,"-33.919555, 151.258164","2021-10-06 21:00:05"
24,100,CleanFLEX-FB2000002008AC15,"Half Full",50,"-33.920358, 151.257167","2021-10-06 21:00:05"
25,95,CleanFLEX-FB2000002005AB65,Low,27,"-33.920944, 151.257001","2021-10-06 21:00:05"
26,100,CleanFLEX-FB2000002008AC16,Low,13,"-33.919477, 151.257681","2021-10-06 21:00:05"
27,95,CleanFLEX-FB2000002005AB71,Low,7,"-33.922367, 151.256956","2021-10-06 21:00:05"
28,95,CleanFLEX-FB2000002005AB62,Low,8,"-33.91947, 151.257542","2021-10-06 21:00:05"
29,95,CleanCUBE-A1808201809AA03,"Half Full",42,NULL,"2021-10-06 21:00:05"
30,100,CleanFLEX-FB2000001911AA87,Full,100,NULL,"2021-10-06 21:00:05"
31,100,CleanFLEX-FB2000001911AA88,Full,100,NULL,"2021-10-06 21:00:05"
32,100,CleanCUBE-A1907221908AA73,Low,16,NULL,"2021-10-06 21:00:05"
33,100,CleanCUBE-A1905081905AA06,Low,12,NULL,"2021-10-06 21:00:05"
34,100,CleanCUBE-A1905081905AA09,Low,15,NULL,"2021-10-06 21:00:05"
35,100,CleanCUBE-A1905081905AA00,Low,16,NULL,"2021-10-06 21:00:05"
36,95,CleanCUBE-A1905081905AA13,Low,13,NULL,"2021-10-06 21:00:05"
37,100,CleanCUBE-A1905081905AA19,Low,8,NULL,"2021-10-06 21:00:05"
38,100,CleanFLEX-FB2000002008AC10,"Half Full",64,"-33.920227, 151.257692","2021-10-06 21:00:05"
39,100,CleanFLEX-FB2000002008AC13,"Half Full",44,"-33.920034, 151.257165","2021-10-06 21:00:05"
40,100,CleanFLEX-FB2000002008AC00,"Half Full",30,"-33.918951, 151.25847","2021-10-06 21:00:05"
41,100,CleanFLEX-FB2000002008AC04,"Half Full",30,"-33.919505, 151.257857","2021-10-06 21:00:05"
42,100,CleanFLEX-FB2000002008AC06,Full,88,"-33.91947, 151.257542","2021-10-06 21:00:05"
43,100,CleanFLEX-FB2000002008AC09,Low,12,"-33.919135, 151.258104","2021-10-06 21:00:05"
44,100,CleanFLEX-FB2000002008AC19,Low,13,"-33.920289, 151.257056","2021-10-06 21:00:05"
45,100,CleanFLEX-FB2000001911AA91,Full,100,NULL,"2021-10-06 21:00:05"
46,95,CleanFLEX-FB2000002008AC20,"Half Full",51,"-33.920372, 151.257036","2021-10-06 21:00:05"
47,95,CleanFLEX-FB2000002005AB64,"Half Full",50,"-33.920816, 151.257022","2021-10-06 21:00:05"
48,95,CleanFLEX-FB2000002005AB66,Low,18,"-33.920944, 151.257001","2021-10-06 21:00:05"
49,95,CleanCUBE-A1811211812AA04,Low,0,NULL,"2021-01-23 04:00:03"
50,100,CleanCUBE-D1905281906AA03,"Half Full",42,NULL,"2021-01-23 04:00:03"
51,10,CleanFLEX-FB2000002008AC01,"Half Full",42,"-33.919135, 151.258104","2021-10-06 21:00:05"
52,100,CleanFLEX-FB2000002008AC02,Low,20,"-33.920227, 151.257692","2021-10-06 21:00:05"
53,95,CleanCUBE-A1905081905AA07,"Half Full",55,NULL,"2021-10-06 21:00:05"
54,100,CleanFLEX-FB2000001911AA89,Full,92,NULL,"2021-10-06 21:00:05"
55,10,CleanFLEX-FB1000001906AA19,Full,100,NULL,"2021-10-06 21:00:05"
56,10,CleanFLEX-FB1000001906AA18,Low,14,NULL,"2021-10-06 21:00:05"
57,100,CleanFLEX-FB2000002008AC12,Low,11,"-33.919727, 151.257213","2021-10-06 21:00:05"
58,100,CleanFLEX-FB2000002008AC03,"Half Full",42,"-33.918951, 151.25847","2021-10-06 21:00:05"
59,100,CleanFLEX-FB2000002008AC17,"Half Full",32,"-33.91947, 151.257542","2021-10-06 21:00:05"
60,95,CleanFLEX-FB2000002005AB67,"Half Full",40,"-33.920816, 151.257022","2021-10-06 21:00:05"
61,100,CleanFLEX-FB2000002008AC05,Low,21,"-33.919505, 151.257857","2021-10-06 21:00:05"
62,95,CleanFLEX-FB2000002005AB63,Low,16,"-33.919505, 151.257857","2021-10-06 21:00:05"
63,95,CleanCUBE-A1905081905AA02,Low,0,NULL,"2021-10-06 21:00:05"
64,95,CleanFLEX-FB2000002005AB68,Low,29,"-33.919477, 151.257681","2021-10-06 21:00:05"
65,95,CleanCUBE-A1807111808AA01,Low,7,NULL,"2021-10-06 21:00:05"
66,100,CleanFLEX-FB2000002008AC14,"Half Full",32,"-33.920358, 151.257167","2021-10-06 21:00:05"
67,35,CleanFLEX-FB2000002008AC07,"Half Full",33,"-33.919555, 151.258164","2021-10-06 21:00:05"
68,95,CleanFLEX-FB2000002008AC08,Low,17,"-33.919477, 151.257681","2021-10-06 21:00:05"
69,100,CleanFLEX-FB2000001911AA90,Full,100,NULL,"2021-10-06 21:00:05"
70,95,CleanCUBE-A1905081905AA26,Low,10,NULL,"2021-10-06 21:00:05"
71,95,CleanFLEX-FB2000002005AB69,"Half Full",54,"-33.920227, 151.257692","2021-10-06 21:00:05"
72,95,CleanFLEX-FB2000002005AB70,Low,29,"-33.919555, 151.258164","2021-10-06 21:00:05"
73,100,CleanFLEX-FB2000002008AC18,"Half Full",36,"-33.919555, 151.258164","2021-10-06 21:00:05"
74,100,CleanFLEX-FB2000002008AC15,"Half Full",50,"-33.920358, 151.257167","2021-10-06 21:00:05"
75,95,CleanFLEX-FB2000002005AB65,Low,27,"-33.920944, 151.257001","2021-10-06 21:00:05"
76,100,CleanFLEX-FB2000002008AC16,Low,13,"-33.919477, 151.257681","2021-10-06 21:00:05"
77,95,CleanFLEX-FB2000002005AB71,Low,7,"-33.922367, 151.256956","2021-10-06 21:00:05"
78,95,CleanFLEX-FB2000002005AB62,Low,8,"-33.91947, 151.257542","2021-10-06 21:00:05"
79,95,CleanCUBE-A1808201809AA03,"Half Full",42,NULL,"2021-10-06 21:00:05"
80,100,CleanFLEX-FB2000001911AA87,Full,100,NULL,"2021-10-06 21:00:05"
81,100,CleanFLEX-FB2000001911AA88,Full,100,NULL,"2021-10-06 21:00:05"
82,100,CleanCUBE-A1907221908AA73,Low,16,NULL,"2021-10-06 21:00:05"
83,100,CleanCUBE-A1905081905AA06,Low,12,NULL,"2021-10-06 21:00:05"
84,100,CleanCUBE-A1905081905AA09,Low,15,NULL,"2021-10-06 21:00:05"
85,100,CleanCUBE-A1905081905AA00,Low,16,NULL,"2021-10-06 21:00:05"
86,95,CleanCUBE-A1905081905AA13,Low,13,NULL,"2021-10-06 21:00:05"
87,100,CleanCUBE-A1905081905AA19,Low,8,NULL,"2021-10-06 21:00:05"
88,100,CleanFLEX-FB2000002008AC10,"Half Full",64,"-33.920227, 151.257692","2021-10-06 21:00:05"
89,100,CleanFLEX-FB2000002008AC13,"Half Full",44,"-33.920034, 151.257165","2021-10-06 21:00:05"
90,100,CleanFLEX-FB2000002008AC00,"Half Full",30,"-33.918951, 151.25847","2021-10-06 21:00:05"
91,100,CleanFLEX-FB2000002008AC04,"Half Full",30,"-33.919505, 151.257857","2021-10-06 21:00:05"
92,100,CleanFLEX-FB2000002008AC06,Full,88,"-33.91947, 151.257542","2021-10-06 21:00:05"
93,100,CleanFLEX-FB2000002008AC09,Low,12,"-33.919135, 151.258104","2021-10-06 21:00:05"
94,100,CleanFLEX-FB2000002008AC19,Low,13,"-33.920289, 151.257056","2021-10-06 21:00:05"
95,100,CleanFLEX-FB2000001911AA91,Full,100,NULL,"2021-10-06 21:00:05"
96,95,CleanFLEX-FB2000002008AC20,"Half Full",51,"-33.920372, 151.257036","2021-10-06 21:00:05"
97,95,CleanFLEX-FB2000002005AB64,"Half Full",50,"-33.920816, 151.257022","2021-10-06 21:00:05"
98,95,CleanFLEX-FB2000002005AB66,Low,18,"-33.920944, 151.257001","2021-10-06 21:00:05"
99,95,CleanCUBE-A1811211812AA04,Low,0,NULL,"2021-01-23 04:00:03"
100,100,CleanCUBE-D1905281906AA03,"Half Full",42,NULL,"2021-01-23 04:00:03"
101,95,CleanCUBE-A1905081905AA07,"Half Full",55,NULL,"2021-10-07 05:00:04"
102,95,CleanCUBE-A1905081905AA02,Low,0,NULL,"2021-10-07 05:00:04"
103,100,CleanFLEX-FB2000002008AC12,"Half Full",32,"-33.919727, 151.257213","2021-10-07 05:00:04"
104,100,CleanFLEX-FB2000002008AC17,"Half Full",48,"-33.91947, 151.257542","2021-10-07 05:00:04"
105,95,CleanFLEX-FB2000002005AB67,"Half Full",38,"-33.920816, 151.257022","2021-10-07 05:00:04"
106,95,CleanFLEX-FB2000002005AB63,Low,29,"-33.919505, 151.257857","2021-10-07 05:00:04"
107,95,CleanFLEX-FB2000002005AB68,Low,29,"-33.919477, 151.257681","2021-10-07 05:00:04"
108,10,CleanFLEX-FB2000002008AC01,"Half Full",42,"-33.919135, 151.258104","2021-10-07 05:00:04"
109,100,CleanFLEX-FB2000002008AC02,Low,20,"-33.920227, 151.257692","2021-10-07 05:00:04"
110,100,CleanFLEX-FB2000002008AC05,"Half Full",60,"-33.919505, 151.257857","2021-10-07 05:00:04"
111,100,CleanFLEX-FB2000002008AC03,"Half Full",70,"-33.918951, 151.25847","2021-10-07 05:00:04"
112,100,CleanFLEX-FB2000001911AA89,Full,92,NULL,"2021-10-07 05:00:04"
113,10,CleanFLEX-FB1000001906AA19,Full,100,NULL,"2021-10-07 05:00:04"
114,10,CleanFLEX-FB1000001906AA18,Low,14,NULL,"2021-10-07 05:00:04"
115,95,CleanCUBE-A1807111808AA01,Low,7,NULL,"2021-10-07 05:00:04"
116,10,CleanFLEX-FB2000002008AC07,"Half Full",33,"-33.919555, 151.258164","2021-10-07 05:00:04"
117,100,CleanFLEX-FB2000001911AA90,Full,100,NULL,"2021-10-07 05:00:04"
118,95,CleanCUBE-A1905081905AA26,Low,10,NULL,"2021-10-07 05:00:04"
119,95,CleanFLEX-FB2000002008AC08,Low,17,"-33.919477, 151.257681","2021-10-07 05:00:04"
120,100,CleanFLEX-FB2000002008AC15,"Half Full",54,"-33.920358, 151.257167","2021-10-07 05:00:04"
121,100,CleanFLEX-FB2000002008AC16,"Half Full",44,"-33.919477, 151.257681","2021-10-07 05:00:04"
122,95,CleanFLEX-FB2000002005AB70,"Half Full",43,"-33.919555, 151.258164","2021-10-07 05:00:04"
123,100,CleanFLEX-FB2000002008AC18,"Half Full",44,"-33.919555, 151.258164","2021-10-07 05:00:04"
124,95,CleanFLEX-FB2000002005AB65,"Half Full",33,"-33.920944, 151.257001","2021-10-07 05:00:04"
125,95,CleanFLEX-FB2000002005AB69,"Half Full",57,"-33.920227, 151.257692","2021-10-07 05:00:04"
126,100,CleanFLEX-FB2000002008AC14,Low,24,"-33.920358, 151.257167","2021-10-07 05:00:04"
127,95,CleanFLEX-FB2000002005AB71,Low,14,"-33.922367, 151.256956","2021-10-07 05:00:04"
128,95,CleanFLEX-FB2000002005AB62,Low,9,"-33.91947, 151.257542","2021-10-07 05:00:04"
129,95,CleanCUBE-A1808201809AA03,Low,0,NULL,"2021-10-07 05:00:04"
130,100,CleanCUBE-A1905081905AA00,Low,16,NULL,"2021-10-07 05:00:04"
131,100,CleanFLEX-FB2000002008AC00,Full,91,"-33.918951, 151.25847","2021-10-07 05:00:04"
132,100,CleanFLEX-FB2000001911AA87,Full,100,NULL,"2021-10-07 05:00:04"
133,100,CleanFLEX-FB2000001911AA88,Full,100,NULL,"2021-10-07 05:00:04"
134,100,CleanFLEX-FB2000001911AA91,Full,100,NULL,"2021-10-07 05:00:04"
135,100,CleanCUBE-A1907221908AA73,Low,16,NULL,"2021-10-07 05:00:04"
136,100,CleanCUBE-A1905081905AA06,Low,12,NULL,"2021-10-07 05:00:04"
137,100,CleanCUBE-A1905081905AA09,Low,15,NULL,"2021-10-07 05:00:04"
138,95,CleanCUBE-A1905081905AA13,Low,13,NULL,"2021-10-07 05:00:04"
139,100,CleanCUBE-A1905081905AA19,Low,8,NULL,"2021-10-07 05:00:04"
140,100,CleanFLEX-FB2000002008AC10,"Half Full",36,"-33.920227, 151.257692","2021-10-07 05:00:04"
141,100,CleanFLEX-FB2000002008AC09,"Half Full",38,"-33.919135, 151.258104","2021-10-07 05:00:04"
142,100,CleanFLEX-FB2000002008AC04,"Half Full",50,"-33.919505, 151.257857","2021-10-07 05:00:04"
143,100,CleanFLEX-FB2000002008AC06,Full,88,"-33.91947, 151.257542","2021-10-07 05:00:04"
144,100,CleanFLEX-FB2000002008AC13,Low,24,"-33.920034, 151.257165","2021-10-07 05:00:04"
145,100,CleanFLEX-FB2000002008AC19,"Half Full",42,"-33.920289, 151.257056","2021-10-07 05:00:04"
146,95,CleanFLEX-FB2000002008AC20,"Half Full",54,"-33.920372, 151.257036","2021-10-07 05:00:04"
147,95,CleanFLEX-FB2000002005AB64,"Half Full",58,"-33.920816, 151.257022","2021-10-07 05:00:04"
148,95,CleanFLEX-FB2000002005AB66,Low,26,"-33.920944, 151.257001","2021-10-07 05:00:04"
149,95,CleanCUBE-A1811211812AA04,Low,0,NULL,"2021-01-23 04:00:03"
150,100,CleanCUBE-D1905281906AA03,"Half Full",42,NULL,"2021-01-23 04:00:03"
151,95,CleanCUBE-A1905081905AA07,"Half Full",55,NULL,"2021-10-07 05:00:04"
152,95,CleanCUBE-A1905081905AA02,Low,0,NULL,"2021-10-07 05:00:04"
153,100,CleanFLEX-FB2000002008AC12,"Half Full",32,"-33.919727, 151.257213","2021-10-07 05:00:04"
154,100,CleanFLEX-FB2000002008AC17,"Half Full",48,"-33.91947, 151.257542","2021-10-07 05:00:04"
155,95,CleanFLEX-FB2000002005AB67,"Half Full",38,"-33.920816, 151.257022","2021-10-07 05:00:04"
156,95,CleanFLEX-FB2000002005AB63,Low,29,"-33.919505, 151.257857","2021-10-07 05:00:04"
157,95,CleanFLEX-FB2000002005AB68,Low,29,"-33.919477, 151.257681","2021-10-07 05:00:04"
158,10,CleanFLEX-FB2000002008AC01,"Half Full",42,"-33.919135, 151.258104","2021-10-07 05:00:04"
159,100,CleanFLEX-FB2000002008AC02,Low,20,"-33.920227, 151.257692","2021-10-07 05:00:04"
160,100,CleanFLEX-FB2000002008AC05,"Half Full",60,"-33.919505, 151.257857","2021-10-07 05:00:04"
161,100,CleanFLEX-FB2000002008AC03,"Half Full",70,"-33.918951, 151.25847","2021-10-07 05:00:04"
162,100,CleanFLEX-FB2000001911AA89,Full,92,NULL,"2021-10-07 05:00:04"
163,10,CleanFLEX-FB1000001906AA19,Full,100,NULL,"2021-10-07 05:00:04"
164,10,CleanFLEX-FB1000001906AA18,Low,14,NULL,"2021-10-07 05:00:04"
165,95,CleanCUBE-A1807111808AA01,Low,7,NULL,"2021-10-07 05:00:04"
166,10,CleanFLEX-FB2000002008AC07,"Half Full",33,"-33.919555, 151.258164","2021-10-07 05:00:04"
167,100,CleanFLEX-FB2000001911AA90,Full,100,NULL,"2021-10-07 05:00:04"
168,95,CleanCUBE-A1905081905AA26,Low,10,NULL,"2021-10-07 05:00:04"
169,95,CleanFLEX-FB2000002008AC08,Low,17,"-33.919477, 151.257681","2021-10-07 05:00:04"
170,100,CleanFLEX-FB2000002008AC15,"Half Full",54,"-33.920358, 151.257167","2021-10-07 05:00:04"
171,100,CleanFLEX-FB2000002008AC16,"Half Full",44,"-33.919477, 151.257681","2021-10-07 05:00:04"
172,95,CleanFLEX-FB2000002005AB70,"Half Full",43,"-33.919555, 151.258164","2021-10-07 05:00:04"
173,100,CleanFLEX-FB2000002008AC18,"Half Full",44,"-33.919555, 151.258164","2021-10-07 05:00:04"
174,95,CleanFLEX-FB2000002005AB65,"Half Full",33,"-33.920944, 151.257001","2021-10-07 05:00:04"
175,95,CleanFLEX-FB2000002005AB69,"Half Full",57,"-33.920227, 151.257692","2021-10-07 05:00:04"
176,100,CleanFLEX-FB2000002008AC14,Low,24,"-33.920358, 151.257167","2021-10-07 05:00:04"
177,95,CleanFLEX-FB2000002005AB71,Low,14,"-33.922367, 151.256956","2021-10-07 05:00:04"
178,95,CleanFLEX-FB2000002005AB62,Low,9,"-33.91947, 151.257542","2021-10-07 05:00:04"
179,95,CleanCUBE-A1808201809AA03,Low,0,NULL,"2021-10-07 05:00:04"
180,100,CleanCUBE-A1905081905AA00,Low,16,NULL,"2021-10-07 05:00:04"
181,100,CleanFLEX-FB2000002008AC00,Full,91,"-33.918951, 151.25847","2021-10-07 05:00:04"
182,100,CleanFLEX-FB2000001911AA87,Full,100,NULL,"2021-10-07 05:00:04"
183,100,CleanFLEX-FB2000001911AA88,Full,100,NULL,"2021-10-07 05:00:04"
184,100,CleanFLEX-FB2000001911AA91,Full,100,NULL,"2021-10-07 05:00:04"
185,100,CleanCUBE-A1907221908AA73,Low,16,NULL,"2021-10-07 05:00:04"
186,100,CleanCUBE-A1905081905AA06,Low,12,NULL,"2021-10-07 05:00:04"
187,100,CleanCUBE-A1905081905AA09,Low,15,NULL,"2021-10-07 05:00:04"
188,95,CleanCUBE-A1905081905AA13,Low,13,NULL,"2021-10-07 05:00:04"
189,100,CleanCUBE-A1905081905AA19,Low,8,NULL,"2021-10-07 05:00:04"
190,100,CleanFLEX-FB2000002008AC10,"Half Full",36,"-33.920227, 151.257692","2021-10-07 05:00:04"
191,100,CleanFLEX-FB2000002008AC09,"Half Full",38,"-33.919135, 151.258104","2021-10-07 05:00:04"
192,100,CleanFLEX-FB2000002008AC04,"Half Full",50,"-33.919505, 151.257857","2021-10-07 05:00:04"
193,100,CleanFLEX-FB2000002008AC06,Full,88,"-33.91947, 151.257542","2021-10-07 05:00:04"
194,100,CleanFLEX-FB2000002008AC13,Low,24,"-33.920034, 151.257165","2021-10-07 05:00:04"
195,100,CleanFLEX-FB2000002008AC19,"Half Full",42,"-33.920289, 151.257056","2021-10-07 05:00:04"
196,95,CleanFLEX-FB2000002008AC20,"Half Full",54,"-33.920372, 151.257036","2021-10-07 05:00:04"
197,95,CleanFLEX-FB2000002005AB64,"Half Full",58,"-33.920816, 151.257022","2021-10-07 05:00:04"
198,95,CleanFLEX-FB2000002005AB66,Low,26,"-33.920944, 151.257001","2021-10-07 05:00:04"
199,95,CleanCUBE-A1811211812AA04,Low,0,NULL,"2021-01-23 04:00:03"
200,100,CleanCUBE-D1905281906AA03,"Half Full",42,NULL,"2021-01-23 04:00:03"
201,95,CleanCUBE-A1905081905AA07,"Half Full",55,NULL,"2021-10-07 05:00:04"
202,95,CleanCUBE-A1905081905AA02,Low,0,NULL,"2021-10-07 05:00:04"
203,100,CleanFLEX-FB2000002008AC12,"Half Full",32,"-33.919727, 151.257213","2021-10-07 05:00:04"
204,100,CleanFLEX-FB2000002008AC17,"Half Full",48,"-33.91947, 151.257542","2021-10-07 05:00:04"
205,95,CleanFLEX-FB2000002005AB67,"Half Full",38,"-33.920816, 151.257022","2021-10-07 05:00:04"
206,95,CleanFLEX-FB2000002005AB63,Low,29,"-33.919505, 151.257857","2021-10-07 05:00:04"
207,95,CleanFLEX-FB2000002005AB68,Low,29,"-33.919477, 151.257681","2021-10-07 05:00:04"
208,10,CleanFLEX-FB2000002008AC01,"Half Full",42,"-33.919135, 151.258104","2021-10-07 05:00:04"
209,100,CleanFLEX-FB2000002008AC02,Low,20,"-33.920227, 151.257692","2021-10-07 05:00:04"
210,100,CleanFLEX-FB2000002008AC05,"Half Full",60,"-33.919505, 151.257857","2021-10-07 05:00:04"
211,100,CleanFLEX-FB2000002008AC03,"Half Full",70,"-33.918951, 151.25847","2021-10-07 05:00:04"
212,100,CleanFLEX-FB2000001911AA89,Full,92,NULL,"2021-10-07 05:00:04"
213,10,CleanFLEX-FB1000001906AA19,Full,100,NULL,"2021-10-07 05:00:04"
214,10,CleanFLEX-FB1000001906AA18,Low,14,NULL,"2021-10-07 05:00:04"
215,95,CleanCUBE-A1807111808AA01,Low,7,NULL,"2021-10-07 05:00:04"
216,10,CleanFLEX-FB2000002008AC07,"Half Full",33,"-33.919555, 151.258164","2021-10-07 05:00:04"
217,100,CleanFLEX-FB2000001911AA90,Full,100,NULL,"2021-10-07 05:00:04"
218,95,CleanCUBE-A1905081905AA26,Low,10,NULL,"2021-10-07 05:00:04"
219,95,CleanFLEX-FB2000002008AC08,Low,17,"-33.919477, 151.257681","2021-10-07 05:00:04"
220,100,CleanFLEX-FB2000002008AC15,"Half Full",54,"-33.920358, 151.257167","2021-10-07 05:00:04"
221,100,CleanFLEX-FB2000002008AC16,"Half Full",44,"-33.919477, 151.257681","2021-10-07 05:00:04"
222,95,CleanFLEX-FB2000002005AB70,"Half Full",43,"-33.919555, 151.258164","2021-10-07 05:00:04"
223,100,CleanFLEX-FB2000002008AC18,"Half Full",44,"-33.919555, 151.258164","2021-10-07 05:00:04"
224,95,CleanFLEX-FB2000002005AB65,"Half Full",33,"-33.920944, 151.257001","2021-10-07 05:00:04"
225,95,CleanFLEX-FB2000002005AB69,"Half Full",57,"-33.920227, 151.257692","2021-10-07 05:00:04"
226,100,CleanFLEX-FB2000002008AC14,Low,24,"-33.920358, 151.257167","2021-10-07 05:00:04"
227,95,CleanFLEX-FB2000002005AB71,Low,14,"-33.922367, 151.256956","2021-10-07 05:00:04"
228,95,CleanFLEX-FB2000002005AB62,Low,9,"-33.91947, 151.257542","2021-10-07 05:00:04"
229,95,CleanCUBE-A1808201809AA03,Low,0,NULL,"2021-10-07 05:00:04"
230,100,CleanCUBE-A1905081905AA00,Low,16,NULL,"2021-10-07 05:00:04"
231,100,CleanFLEX-FB2000002008AC00,Full,91,"-33.918951, 151.25847","2021-10-07 05:00:04"
232,100,CleanFLEX-FB2000001911AA87,Full,100,NULL,"2021-10-07 05:00:04"
233,100,CleanFLEX-FB2000001911AA88,Full,100,NULL,"2021-10-07 05:00:04"
234,100,CleanFLEX-FB2000001911AA91,Full,100,NULL,"2021-10-07 05:00:04"
235,100,CleanCUBE-A1907221908AA73,Low,16,NULL,"2021-10-07 05:00:04"
236,100,CleanCUBE-A1905081905AA06,Low,12,NULL,"2021-10-07 05:00:04"
237,100,CleanCUBE-A1905081905AA09,Low,15,NULL,"2021-10-07 05:00:04"
238,95,CleanCUBE-A1905081905AA13,Low,13,NULL,"2021-10-07 05:00:04"
239,100,CleanCUBE-A1905081905AA19,Low,8,NULL,"2021-10-07 05:00:04"
240,100,CleanFLEX-FB2000002008AC10,"Half Full",36,"-33.920227, 151.257692","2021-10-07 05:00:04"
241,100,CleanFLEX-FB2000002008AC09,"Half Full",38,"-33.919135, 151.258104","2021-10-07 05:00:04"
242,100,CleanFLEX-FB2000002008AC04,"Half Full",50,"-33.919505, 151.257857","2021-10-07 05:00:04"
243,100,CleanFLEX-FB2000002008AC06,Full,88,"-33.91947, 151.257542","2021-10-07 05:00:04"
244,100,CleanFLEX-FB2000002008AC13,Low,24,"-33.920034, 151.257165","2021-10-07 05:00:04"
245,100,CleanFLEX-FB2000002008AC19,"Half Full",42,"-33.920289, 151.257056","2021-10-07 05:00:04"
246,95,CleanFLEX-FB2000002008AC20,"Half Full",54,"-33.920372, 151.257036","2021-10-07 05:00:04"
247,95,CleanFLEX-FB2000002005AB64,"Half Full",58,"-33.920816, 151.257022","2021-10-07 05:00:04"
248,95,CleanFLEX-FB2000002005AB66,Low,26,"-33.920944, 151.257001","2021-10-07 05:00:04"
249,95,CleanCUBE-A1811211812AA04,Low,0,NULL,"2021-01-23 04:00:03"
250,100,CleanCUBE-D1905281906AA03,"Half Full",42,NULL,"2021-01-23 04:00:03"
251,95,CleanCUBE-A1905081905AA07,"Half Full",55,NULL,"2021-10-07 05:00:04"
252,95,CleanCUBE-A1905081905AA02,Low,0,NULL,"2021-10-07 05:00:04"
253,100,CleanFLEX-FB2000002008AC12,"Half Full",32,"-33.919727, 151.257213","2021-10-07 05:00:04"
254,100,CleanFLEX-FB2000002008AC17,"Half Full",48,"-33.91947, 151.257542","2021-10-07 05:00:04"
255,95,CleanFLEX-FB2000002005AB67,"Half Full",38,"-33.920816, 151.257022","2021-10-07 05:00:04"
256,95,CleanFLEX-FB2000002005AB63,Low,29,"-33.919505, 151.257857","2021-10-07 05:00:04"
257,95,CleanFLEX-FB2000002005AB68,Low,29,"-33.919477, 151.257681","2021-10-07 05:00:04"
258,10,CleanFLEX-FB2000002008AC01,"Half Full",42,"-33.919135, 151.258104","2021-10-07 05:00:04"
259,100,CleanFLEX-FB2000002008AC02,Low,20,"-33.920227, 151.257692","2021-10-07 05:00:04"
260,100,CleanFLEX-FB2000002008AC05,"Half Full",60,"-33.919505, 151.257857","2021-10-07 05:00:04"
261,100,CleanFLEX-FB2000002008AC03,"Half Full",70,"-33.918951, 151.25847","2021-10-07 05:00:04"
262,100,CleanFLEX-FB2000001911AA89,Full,92,NULL,"2021-10-07 05:00:04"
263,10,CleanFLEX-FB1000001906AA19,Full,100,NULL,"2021-10-07 05:00:04"
264,10,CleanFLEX-FB1000001906AA18,Low,14,NULL,"2021-10-07 05:00:04"
265,95,CleanCUBE-A1807111808AA01,Low,7,NULL,"2021-10-07 05:00:04"
266,10,CleanFLEX-FB2000002008AC07,"Half Full",33,"-33.919555, 151.258164","2021-10-07 05:00:04"
267,100,CleanFLEX-FB2000001911AA90,Full,100,NULL,"2021-10-07 05:00:04"
268,95,CleanCUBE-A1905081905AA26,Low,10,NULL,"2021-10-07 05:00:04"
269,95,CleanFLEX-FB2000002008AC08,Low,17,"-33.919477, 151.257681","2021-10-07 05:00:04"
